"","acc_mean","acc_median","acc_sd","ba_mean","ba_median","ba_sd","recall_mean","recall_median","recall_sd","spec_mean","spec_median","spec_sd","precision_mean","precision_median","precision_sd","f1_mean","f1_median","f1_sd","rocA_mean","rocA_median","rocA_sd"
"1",0.669076305220884,0.683232931726908,0.0358308562621614,0.683157220034795,0.691296584561853,0.0214302152139928,0.723926380368098,0.714723926380368,0.0327836800447472,0.642388059701492,0.661940298507463,0.0656346948683856,0.499215864162634,0.511245239802236,0.0322496282287154,0.589659086344014,0.596189248895435,0.0190583201190208,0.738295485761377,0.740473628788572,0.0168455288854063
